Date,Close
1/4/2022 16:00:00,1287.43
1/5/2022 16:00:00,1277.75
1/6/2022 16:00:00,1280.63
1/7/2022 16:00:00,1281.7
1/10/2022 16:00:00,1282.56
1/11/2022 16:00:00,1293.13
1/12/2022 16:00:00,1300.3
1/13/2022 16:00:00,1293.69
1/14/2022 16:00:00,1300.29
1/17/2022 16:00:00,1311.55
1/18/2022 16:00:00,1295.06
1/19/2022 16:00:00,1289.08
1/20/2022 16:00:00,1280.21
1/21/2022 16:00:00,1254.05
1/24/2022 16:00:00,1251.09
1/25/2022 16:00:00,1252.11
1/26/2022 16:00:00,1253.09
1/27/2022 16:00:00,1250.86
1/28/2022 16:00:00,1260.96
1/31/2022 16:00:00,1281.96
2/1/2022 16:00:00,1294.7
2/2/2022 16:00:00,1299.04
2/3/2022 16:00:00,1282.65
2/4/2022 16:00:00,1294.06
2/7/2022 16:00:00,1291.31
2/8/2022 16:00:00,1299.55
2/9/2022 16:00:00,1311.03
2/10/2022 16:00:00,1307.14
2/11/2022 16:00:00,1307.77
2/14/2022 16:00:00,1294.99
2/15/2022 16:00:00,1303.05
2/16/2022 16:00:00,1294.37
2/17/2022 16:00:00,1281.53
2/18/2022 16:00:00,1273.61
2/22/2022 16:00:00,1267.42
2/23/2022 16:00:00,1256.79
2/24/2022 16:00:00,1257.17
2/25/2022 16:00:00,1279.66
2/28/2022 16:00:00,1278.42
3/1/2022 16:00:00,1268.65
3/2/2022 16:00:00,1286.08
3/3/2022 16:00:00,1287.39
3/4/2022 16:00:00,1298.49
3/7/2022 16:00:00,1293.02
3/8/2022 16:00:00,1285.27
3/9/2022 16:00:00,1301.34
3/10/2022 16:00:00,1305.81
3/11/2022 16:00:00,1299.6
3/14/2022 16:00:00,1286.29
3/15/2022 16:00:00,1285.41
3/16/2022 16:00:00,1301.33
3/17/2022 16:00:00,1318.22
3/18/2022 16:00:00,1320.6
3/21/2022 16:00:00,1332.97
3/22/2022 16:00:00,1336.76
3/23/2022 16:00:00,1325.82
